title,url,originName,editor,displayTime,summary,content
国防部新闻发言人:有关方炒作所谓“台海有事” 纯属拱火滋事,http://cjkeizai.j.people.com.cn/n1/2025/0418/c368504-40463123.html,,张璐璐,2025-04-18 03:19:37,日本媒体近期披露，日美“利刃-2024”联合演习首次针对“台海有事”场景，模拟战斗机发射反舰导弹攻击解放军登陆舰队。对此，张晓刚表示，中方一贯主张，美日军事合作不得针对第三国，不得危害地区和平发展。有关方炒作所谓“台海有事”，纯属拱火滋事。任何人都不要低估我们捍卫国家主权和领土完整的坚定意志、强大能力，若执意打“台湾牌”干涉中国内政，甚至不自量力地搞军事挑衅，必将付出难以承受的代价。,
国防部新闻发言人:有关方炒作所谓“台海有事” 纯属拱火滋事,http://japan.people.com.cn/n1/2025/0418/c35421-40462693.html,新华网,许文金,2025-04-18 00:18:20,日本媒体近期披露，日美“利刃-2024”联合演习首次针对“台海有事”场景，模拟战斗机发射反舰导弹攻击解放军登陆舰队。对此，张晓刚表示，中方一贯主张，美日军事合作不得针对第三国，不得危害地区和平发展。有关方炒作所谓“台海有事”，纯属拱火滋事。任何人都不要低估我们捍卫国家主权和领土完整的坚定意志、强大能力，若执意打“台湾牌”干涉中国内政，甚至不自量力地搞军事挑衅，必将付出难以承受的代价。,
解放军位台岛周边军演是对台海和平稳定和台湾同胞安全福祉的坚定守护,http://cpc.people.com.cn/n1/2025/0403/c64387-40452995.html,人民网－人民日报,彭晓玲,2025-04-03 01:02:26,国务院台办发言人朱凤莲2日答问表示，解放军位台岛周边开展联合演训及位台湾海峡中部、南部相关海域组织“海峡雷霆—2025A”演练，是维护国家主权、安全、发展利益的必要措施，是惩戒图谋分裂国家行径的正义之举，是对台海和平稳定和台湾同胞安全福祉的坚定守护朱凤莲指出，世界上只有一个中国，台湾是中国一部分，这是真正的台海现状。民进党当局大肆宣扬“台独”谬论，不断谋“独”挑衅，妄想改变两岸同属一个中国的现状，严重破坏台海和平稳定，严重损害台湾同胞利益福祉。,
赖清德“新两国论”借壳上市“台独”危害台海和平,http://tw.people.com.cn/n1/2024/1013/c14657-40338020.html,人民网－人民日报,牛镛,2024-10-12 21:39:30,赖清德的所言所行，严重加剧两岸紧张局势，严重危害台湾民众福祉，严重破坏台海和平稳定。　　台湾自古属于中国，历史经纬清晰、法理事实清楚。大陆与台湾同属一个中国，台湾是中国的一部分，这是真正的台海现状。,"近日,赖清德在所谓""双十""讲话中蓄意割裂两岸历史联结,混淆概念,大玩文字游戏,精心包装其""新两国论"",继续宣扬""互不隶属"",企图以""中华民国""借壳上市""台独"",欺骗舆论和台湾民众,其用心更加险恶,挑衅、对抗意味更浓。赖清德的所言所行,严重加剧两岸紧张局势,严重危害台湾民众福祉,严重破坏台海和平稳定。  台湾自古属于中国,历史经纬清晰、法理事实清楚。大陆与台湾同属一个中国,台湾是中国的一部分,这是真正的台海现状。台湾同胞始终是中华民族的一分子,中华人民共和国政府始终是代表包括台湾在内的全中国的唯一合法政府,中国始终是全体中华儿女的伟大祖国,坚持一个中国原则始终是国际社会的普遍共识。台湾从来就不是一个国家,也绝不可能成为一个国家,根本不存在所谓""主权""。这样的历史不容篡改,这样的事实无法改变。赖清德当局不论抛出什么奇谈怪论、搞什么阴谋诡计,都必然是徒劳的,也注定失败。  历史早已证明,凡是数典忘祖、背叛祖国、分裂国家的人,从来没有好下场。当前,台海局势的最大危险,就是赖清德之流的谋""独""行径。他们处心积虑为分裂国家凑各种依据、找各种借口,强行向台湾社会灌输其""台独""主张;他们重弹""民主对抗威权""的老调,打着所谓""民主自由""等幌子,继续""倚外谋独""""以武谋独"";他们甚至想要在台湾制造这样两种假象:无论他们如何挑衅,都不会有什么实质性后果,都会有外部势力提供""保护""。这些企图、幻想纯属痴人说梦。""台独""就意味着战争,""台独工作者""就是战争制造者。我们愿意以最大诚意、尽最大努力争取和平统一的前景,为和平统一创造广阔空间,但决不为形形色色的""台独""分裂活动留下任何余地。赖清德之流再怎么包装其""台独""立场,再怎么奴颜婢膝向外部势力献媚求援,都难逃失败的宿命,只会给台湾民众带来灾难。  统一是正道,是大势所趋、大义所在、民心所向。中华民族始终有着国土不能分、国家不可乱、民族不可散、文明不可断的共同信念,一个坚强统一的国家始终是包括台湾同胞在内的全体中华儿女的命运所系。台湾前途在于国家统一,台湾同胞福祉系于民族复兴。无论赖清德当局说什么、做什么,都改变不了两岸同属一个中国的客观事实,更阻挡不了中国必然统一、也终将统一的历史大势。任何人都不要低估中国人民捍卫国家主权和领土完整的坚强决心、坚定意志、强大能力。我们将坚持一个中国原则和""九二共识"",团结广大台湾同胞,坚决反对""台独""分裂行径和外来干涉图谋,积极促进两岸交流合作,持续深化两岸融合发展,坚定不移推进祖国统一。
  《 人民日报 》( 2024年10月13日   04 版)

(责编:牛镛、岳弘彬)"
一个中国原则是维护台海和平的定海神针,http://cpc.people.com.cn/n1/2024/0521/c64387-40240035.html,人民网－人民日报,唐宋,2024-05-21 00:17:43,　　本报阿斯塔纳5月20日电 （记者李强）5月20日，中共中央政治局委员、外交部长王毅在阿斯塔纳出席上海合作组织外长会议期间，就台湾地区“5·20就职仪式”阐明了中方严正立场，强调一个中国原则是维护台海和平的定海神针“台独”分裂行径，构成对国际秩序最严重的挑战，是对台海现状最危险的改变，也是对台海和平最重大的破坏。一个中国原则是中国发展与世界各国关系的政治基础和前提，也是维护台海和平的定海神针。　　,
赖清德“新两国论”严重危害台海和平 哪里有半点“温和”“克制”（钟声）,http://tw.people.com.cn/n1/2024/1014/c14657-40338278.html,人民网－人民日报,袁勃,2024-10-13 22:31:30,赖清德的讲话割裂历史，借“中华民国”贩卖“台独”，掏空一个中国内涵，极具欺骗性、迷惑性和煽动性，蓄意加剧两岸紧张局势，严重破坏台海和平稳定。台湾地区前领导人马英九表示，赖清德提出“新两国论”，引发台海紧张，全球严重关切，已经成为一个不折不扣的“麻烦制造者”。　　美国一些高官罔顾事实，冒着破坏台海和平稳定的危险，也要为赖清德的“台独”分裂谬论开脱，只能证明美方有更大的阴险图谋，那就是打“台湾牌”，搞“以台制华”。　　“台独”与台海和平水火不容。“台独”分裂势力谋“独”挑衅是台海和平稳定的祸根乱源，维护台海和平稳定必须坚决打击“台独”分裂势力的嚣张气焰。美国一些高官对赖清德“新两国论”的危险性心知肚明。美方颠倒黑白，将中方可能采取的反制措施称为“挑衅行径”，是企图以所谓话语陷阱将破坏台海和平稳定的罪名加到中方头上。,"鼓吹""互不隶属""的""新两国论"",编造""台独""分裂谬论,宣扬分裂主张,煽动两岸敌意对抗,这就是""台独工作者""赖清德近日发表的所谓""双十""讲话有关两岸关系内容的真正用意。然而,这样一篇充斥对抗思维、顽固坚持""台独""立场的讲话,却被美国一些高官轻描淡写说成是""例行公事""""非常温和""""更为克制"",并毫无道理地""敦促北京保持克制""。美国一些高官如此颠倒是非,是公然为""台独""撑腰张目,表明其""不支持'台湾独立'""的承诺并未真正落到实处。  赖清德所谓""新两国论"",不过是为其顽固""台独""分裂立场换了个新包装而已。赖清德声称""中华人民共和国无权代表台湾"",是在公然挑战台湾是中国的一部分这一历史和法理事实,也是在挑战国际社会坚持一中原则的基本格局和二战后国际秩序,本质就是想继续推动""台湾问题国际化"",""倚外谋独""的祸心昭然若揭。赖清德的讲话割裂历史,借""中华民国""贩卖""台独"",掏空一个中国内涵,极具欺骗性、迷惑性和煽动性,蓄意加剧两岸紧张局势,严重破坏台海和平稳定。许多岛内人士看到其""台独""分裂谬论的危险性,认为当前台湾的真实困境在于赖清德强推""新两国论""冲撞两岸关系,引发台海动荡,并担心""未来两岸关系恐怕更加严峻""。马英九基金会执行长萧旭岑受访时强调,赖清德只是借用""中华民国""的壳,拜的是""台独""的祖先。台湾地区前领导人马英九表示,赖清德提出""新两国论"",引发台海紧张,全球严重关切,已经成为一个不折不扣的""麻烦制造者""。  面对赖清德危险的""新两国论"",美国一些高官却从中得出""温和""""克制""的结论,是揣着明白装糊涂。美国在1978年""建交公报""和1982年""八·一七""公报中均明确表示,美利坚合众国""承认中华人民共和国政府是中国的唯一合法政府""""承认中国的立场,即只有一个中国,台湾是中国的一部分""。赖清德散布""互不隶属""的""新两国论"",与美方的政治承诺完全相悖。美国一些高官罔顾事实,冒着破坏台海和平稳定的危险,也要为赖清德的""台独""分裂谬论开脱,只能证明美方有更大的阴险图谋,那就是打""台湾牌"",搞""以台制华""。  ""台独""与台海和平水火不容。""台独""分裂势力谋""独""挑衅是台海和平稳定的祸根乱源,维护台海和平稳定必须坚决打击""台独""分裂势力的嚣张气焰。美国一些高官对赖清德""新两国论""的危险性心知肚明。然而,美方一方面将已经发生的""台独""挑衅行径称为""克制"",另一方面却要求""大陆不应该以任何方式将其作为采取挑衅行径的借口""。美方颠倒黑白,将中方可能采取的反制措施称为""挑衅行径"",是企图以所谓话语陷阱将破坏台海和平稳定的罪名加到中方头上。这种操弄话术的伎俩,改变不了""台独""分裂势力挑衅在先的真相,动摇不了中方震慑反制""台独""、维护台海和平稳定的决心。  当前反对""台独""分裂的斗争不是制度之争,而是统一和分裂的斗争。""台独""分裂势力每挑衅一次,我们的惩戒反制就推进一步,直至实现祖国完全统一。任何势力都无法阻挡中国实现统一的步伐,任何给中国实现统一制造障碍的企图都必遭失败。敦促美方恪守一个中国原则和中美三个联合公报规定,将不支持""台独""的承诺落到实处,立即停止打""台湾牌"",停止""以台制华"",停止纵容支持""台独""推高台海紧张局势。
  《 人民日报 》( 2024年10月14日   02 版)

(责编:袁勃、赵欣悦)"
解放军位台岛周边军演是对台海和平稳定和台湾同胞安全福祉的坚定守护,http://tw.people.com.cn/n1/2025/0403/c14657-40452624.html,人民网－人民日报,赵欣悦,2025-04-02 21:56:10,国务院台办发言人朱凤莲2日答问表示，解放军位台岛周边开展联合演训及位台湾海峡中部、南部相关海域组织“海峡雷霆—2025A”演练，是维护国家主权、安全、发展利益的必要措施，是惩戒图谋分裂国家行径的正义之举，是对台海和平稳定和台湾同胞安全福祉的坚定守护朱凤莲指出，世界上只有一个中国，台湾是中国一部分，这是真正的台海现状。民进党当局大肆宣扬“台独”谬论，不断谋“独”挑衅，妄想改变两岸同属一个中国的现状，严重破坏台海和平稳定，严重损害台湾同胞利益福祉。,"本报北京4月2日电  (记者程龙)国务院台办发言人朱凤莲2日答问表示,解放军位台岛周边开展联合演训及位台湾海峡中部、南部相关海域组织""海峡雷霆—2025A""演练,是维护国家主权、安全、发展利益的必要措施,是惩戒图谋分裂国家行径的正义之举,是对台海和平稳定和台湾同胞安全福祉的坚定守护。  有记者问:对于中国人民解放军东部战区近日位台岛周边开展联合演训和""海峡雷霆—2025A""演练,民进党当局称此举""升高台海局势紧张,严重破坏区域和平稳定,威胁全球安全"";美国白宫发言人表示,""反对任何片面以武力或胁迫改变现状""。对此有何评论?朱凤莲作上述回应。  朱凤莲指出,世界上只有一个中国,台湾是中国一部分,这是真正的台海现状。民进党当局大肆宣扬""台独""谬论,不断谋""独""挑衅,妄想改变两岸同属一个中国的现状,严重破坏台海和平稳定,严重损害台湾同胞利益福祉。如任其发展,只会把台湾同胞推向兵凶战危的险境,必须坚决遏制、坚决惩戒。  她表示,台湾问题纯属中国内政,不容任何外来干涉。美方应恪守一个中国原则和中美三个联合公报规定,反对""台独"",支持中国统一。  朱凤莲说,我们有充分的信心、足够的能力,团结广大台湾同胞坚定推动两岸关系发展,反对""台独""分裂,坚定守护中华民族共同家园,共创国家统一、民族复兴的美好未来。 
  《 人民日报 》( 2025年04月03日   04 版)

(责编:赵欣悦、袁勃)"
赖清德“新两国论”严重危害台海和平 哪里有半点“温和”“克制”（钟声）,http://cpc.people.com.cn/n1/2024/1014/c64094-40338640.html,人民网－人民日报,王潇潇,2024-10-14 01:04:55,赖清德的讲话割裂历史，借“中华民国”贩卖“台独”，掏空一个中国内涵，极具欺骗性、迷惑性和煽动性，蓄意加剧两岸紧张局势，严重破坏台海和平稳定。台湾地区前领导人马英九表示，赖清德提出“新两国论”，引发台海紧张，全球严重关切，已经成为一个不折不扣的“麻烦制造者”。　　美国一些高官罔顾事实，冒着破坏台海和平稳定的危险，也要为赖清德的“台独”分裂谬论开脱，只能证明美方有更大的阴险图谋，那就是打“台湾牌”，搞“以台制华”。　　“台独”与台海和平水火不容。“台独”分裂势力谋“独”挑衅是台海和平稳定的祸根乱源，维护台海和平稳定必须坚决打击“台独”分裂势力的嚣张气焰。美国一些高官对赖清德“新两国论”的危险性心知肚明。美方颠倒黑白，将中方可能采取的反制措施称为“挑衅行径”，是企图以所谓话语陷阱将破坏台海和平稳定的罪名加到中方头上。,
国台办：解放军位台岛周边军演是对台海和平稳定和台湾同胞安全福祉的坚定守护,http://tw.people.com.cn/n1/2025/0402/c14657-40452580.html,新华网,胡永秋,2025-04-02 14:30:48,国务院台办发言人朱凤莲2日答问表示，解放军位台岛周边开展联合演训及位台湾海峡中部、南部相关海域组织“海峡雷霆-2025A”演练，是维护国家主权、安全、发展利益的必要措施，是惩戒图谋分裂国家行径的正义之举，是对台海和平稳定和台湾同胞安全福祉的坚定守护朱凤莲指出，世界上只有一个中国，台湾是中国一部分，这是真正的台海现状。民进党当局大肆宣扬“台独”谬论，不断谋“独”挑衅，妄想改变两岸同属一个中国的现状，严重破坏台海和平稳定，严重损害台湾同胞利益福祉。,"新华社北京4月2日电 国务院台办发言人朱凤莲2日答问表示,解放军位台岛周边开展联合演训及位台湾海峡中部、南部相关海域组织""海峡雷霆-2025A""演练,是维护国家主权、安全、发展利益的必要措施,是惩戒图谋分裂国家行径的正义之举,是对台海和平稳定和台湾同胞安全福祉的坚定守护。
有记者问:对于中国人民解放军东部战区近日位台岛周边开展联合演训和""海峡雷霆-2025A""演练,民进党当局称此举""升高台海局势紧张,严重破坏区域和平稳定,威胁全球安全"";美国白宫发言人表示,""反对任何片面以武力或胁迫改变现状""。对此有何评论?朱凤莲作上述回应。
朱凤莲指出,世界上只有一个中国,台湾是中国一部分,这是真正的台海现状。民进党当局大肆宣扬""台独""谬论,不断谋""独""挑衅,妄想改变两岸同属一个中国的现状,严重破坏台海和平稳定,严重损害台湾同胞利益福祉。如任其发展,只会把台湾同胞推向兵凶战危的险境,必须坚决遏制、坚决惩戒。
她表示,台湾问题纯属中国内政,不容任何外来干涉。美方应恪守一个中国原则和中美三个联合公报规定,反对""台独"",支持中国统一。
朱凤莲说,我们有充分的信心、足够的能力,团结广大台湾同胞坚定推动两岸关系发展,反对""台独""分裂,坚定守护中华民族共同家园,共创国家统一、民族复兴的美好未来。

(责编:胡永秋、杨光宇)"
习近平强调，“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一,http://politics.people.com.cn/n1/2024/1117/c1024-40362849.html,新华网,卫嘉,2024-11-17 00:20:04,新华社快讯：习近平强调，“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一。,"新华社快讯:习近平强调,""台独""分裂行径同台海和平稳定水火不容。美方想要维护台海和平,关键是要认清赖清德和民进党当局的""台独""本性,慎之又慎处理台湾问题,明确反对""台独"",支持中国和平统一。

(责编:卫嘉、牛镛)"
习近平强调，“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一,http://politics.people.com.cn/n1/2024/1117/c459661-40362988.html,新华网,陈羽,2024-11-17 00:20:05,新华社快讯：习近平强调，“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一。,"新华社快讯:习近平强调,""台独""分裂行径同台海和平稳定水火不容。美方想要维护台海和平,关键是要认清赖清德和民进党当局的""台独""本性,慎之又慎处理台湾问题,明确反对""台独"",支持中国和平统一。

(责编:陈羽、宋晨)"
新华社快讯：习近平强调，“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一,http://tw.people.com.cn/n1/2024/1118/c14657-40363674.html,新华网,艾雯,2024-11-18 01:10:13,新华社快讯：习近平强调，“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一。,"新华社快讯:习近平强调,""台独""分裂行径同台海和平稳定水火不容。美方想要维护台海和平,关键是要认清赖清德和民进党当局的""台独""本性,慎之又慎处理台湾问题,明确反对""台独"",支持中国和平统一。

(责编:艾雯、刘叶婷)"
人民日报钟声：赖清德“新两国论”严重危害台海和平 哪里有半点“温和”“克制”,http://tw.people.com.cn/n1/2024/1013/c14657-40338253.html,人民日报客户端,袁勃,2024-10-13 14:43:10,赖清德的讲话割裂历史，借“中华民国”贩卖“台独”，掏空一个中国内涵，极具欺骗性、迷惑性和煽动性，蓄意加剧两岸紧张局势，严重破坏台海和平稳定。台湾地区前领导人马英九表示，赖清德提出“新两国论”，引发台海紧张，全球严重关切，已经成为一个不折不扣的“麻烦制造者”。美国一些高官罔顾事实，冒着破坏台海和平稳定的危险，也要为赖清德的“台独”分裂谬论开脱，只能证明美方有更大的阴险图谋，那就是打“台湾牌”，搞“以台制华”。 “台独”与台海和平水火不容。“台独”分裂势力谋“独”挑衅是台海和平稳定的祸根乱源，维护台海和平稳定必须坚决打击“台独”分裂势力的嚣张气焰。美国一些高官对赖清德“新两国论”的危险性心知肚明。美方颠倒黑白，将中方可能采取的反制措施称为“挑衅行径”，是企图以所谓话语陷阱将破坏台海和平稳定的罪名加到中方头上。,"鼓吹""互不隶属""的""新两国论"",编造""台独""分裂谬论,宣扬分裂主张,煽动两岸敌意对抗,这就是""台独工作者""赖清德近日发表的所谓""双十""讲话有关两岸关系内容的真正用意。然而,这样一篇充斥对抗思维、顽固坚持""台独""立场的讲话,却被美国一些高官轻描淡写说成是""例行公事""""非常温和""""更为克制"",并毫无道理地""敦促北京保持克制""。美国一些高官如此颠倒是非,是公然为""台独""撑腰张目,表明其""不支持'台湾独立'""的承诺并未真正落到实处。
赖清德所谓""新两国论"",不过是为其顽固""台独""分裂立场换了个新包装而已。赖清德声称""中华人民共和国无权代表台湾"",是在公然挑战台湾是中国的一部分这一历史和法理事实,也是在挑战国际社会坚持一中原则的基本格局和二战后国际秩序,本质就是想继续推动""台湾问题国际化"",""倚外谋独""的祸心昭然若揭。赖清德的讲话割裂历史,借""中华民国""贩卖""台独"",掏空一个中国内涵,极具欺骗性、迷惑性和煽动性,蓄意加剧两岸紧张局势,严重破坏台海和平稳定。许多岛内人士看到其""台独""分裂谬论的危险性,认为当前台湾的真实困境在于赖清德强推""新两国论""冲撞两岸关系,引发台海动荡,并担心""未来两岸关系恐怕更加严峻""。马英九基金会执行长萧旭岑受访时强调,赖清德只是借用""中华民国""的壳,拜的是""台独""的祖先。台湾地区前领导人马英九表示,赖清德提出""新两国论"",引发台海紧张,全球严重关切,已经成为一个不折不扣的""麻烦制造者""。
面对赖清德危险的""新两国论"",美国一些高官却从中得出""温和""""克制""的结论,是揣着明白装糊涂。美国在1978年""建交公报""和1982年""八·一七""公报中均明确表示,美利坚合众国""承认中华人民共和国政府是中国的唯一合法政府""""承认中国的立场,即只有一个中国,台湾是中国的一部分""。赖清德散布""互不隶属""的""新两国论"",与美方的政治承诺完全相悖。美国一些高官罔顾事实,冒着破坏台海和平稳定的危险,也要为赖清德的""台独""分裂谬论开脱,只能证明美方有更大的阴险图谋,那就是打""台湾牌"",搞""以台制华""。
""台独""与台海和平水火不容。""台独""分裂势力谋""独""挑衅是台海和平稳定的祸根乱源,维护台海和平稳定必须坚决打击""台独""分裂势力的嚣张气焰。美国一些高官对赖清德""新两国论""的危险性心知肚明。然而,美方一方面将已经发生的""台独""挑衅行径称为""克制"",另一方面却要求""大陆不应该以任何方式将其作为采取挑衅行径的借口""。美方颠倒黑白,将中方可能采取的反制措施称为""挑衅行径"",是企图以所谓话语陷阱将破坏台海和平稳定的罪名加到中方头上。这种操弄话术的伎俩,改变不了""台独""分裂势力挑衅在先的真相,动摇不了中方震慑反制""台独""、维护台海和平稳定的决心。
当前反对""台独""分裂的斗争不是制度之争,而是统一和分裂的斗争。""台独""分裂势力每挑衅一次,我们的惩戒反制就推进一步,直至实现祖国完全统一。任何势力都无法阻挡中国实现统一的步伐,任何给中国实现统一制造障碍的企图都必遭失败。敦促美方恪守一个中国原则和中美三个联合公报规定,将不支持""台独""的承诺落到实处,立即停止打""台湾牌"",停止""以台制华"",停止纵容支持""台独""推高台海紧张局势。

(责编:袁勃、赵欣悦)"
“台独”分裂活动是台海和平的最大破坏性因素,http://cpc.people.com.cn/n1/2024/0522/c64094-40241006.html,人民网－人民日报,王潇潇,2024-05-22 00:42:29,王毅表示，台湾问题是中国核心利益中的核心，“台独”分裂活动是台海和平的最大破坏性因素。赖清德之流背叛民族和祖先的丑行令人不齿。,
“台独”分裂活动是台海和平的最大破坏性因素,http://hb.people.com.cn/n2/2024/0522/c194063-40852112.html,人民网－《人民日报》,周倩文,2024-05-22 00:01:12,王毅表示，台湾问题是中国核心利益中的核心，“台独”分裂活动是台海和平的最大破坏性因素。赖清德之流背叛民族和祖先的丑行令人不齿。,"本报阿斯塔纳5月21日电  (记者李强)当地时间5月21日,中共中央政治局委员、外交部长王毅出席上海合作组织外长会议发言时,就台湾问题阐明中方严正立场。  王毅表示,台湾问题是中国核心利益中的核心,""台独""分裂活动是台海和平的最大破坏性因素。赖清德之流背叛民族和祖先的丑行令人不齿。但无论他们如何折腾,都阻挡不了中国终将实现完全统一,台湾必将回归祖国的怀抱。所有""台独""分裂分子都将被钉在历史的耻辱柱上。上合组织成员国从维护各国主权和领土完整出发,本着国际关系基本准则,坚定恪守一个中国原则,中方对此表示赞赏。相信大家会继续支持中国人民反对""台独""分裂活动、争取国家统一的正义事业。
  《 人民日报 》( 2024年05月22日   04 版)

(责编:周倩文、张隽)"
